label,youtube_id,time_start,time_end,split,is_cc
massaging back,JLjlU9yQPPg,28,38,train,0
massaging back,JQgR46SyOkI,20,30,train,0
massaging back,JbpXRAJ03CA,291,301,train,1
massaging back,JvLAI-xnaQM,24,34,train,0
massaging back,KBuSXnFld8E,354,364,train,0
massaging back,KpxFAX_Fth0,68,78,train,0
massaging back,KtP0B85QCv4,1,11,train,0
massaging back,LTTJmSi_2cE,442,452,train,0
massaging back,LUhaH8yRpiM,617,627,train,1
massaging back,NWDP_T9Ggj4,231,241,train,0
massaging back,ODPk1M7Hnzk,98,108,train,0
massaging back,OQqRPSIWbGo,0,10,train,1
massaging back,OUJwCSAq5lQ,411,421,train,0
massaging back,O_ie6tLPxwQ,276,286,train,0
massaging back,PuvGjxuJhLc,8,18,train,0
massaging back,Q0zbRHQMrU0,684,694,train,0
massaging back,RrmrB4q2Grs,97,107,train,0
massaging back,TJFF272cq2I,73,83,train,0
massaging back,UZ-vaGWrGbk,194,204,train,0
massaging back,V9AZUz7JRlw,189,199,train,0
massaging back,VoRH-Q3qj_g,79,89,train,1
massaging back,W1NISjC4990,25,35,train,0
massaging back,WSg09M54-yg,351,361,train,0
massaging back,X5eUqwSXcIk,189,199,train,0
massaging back,XWg7SBPjjYQ,118,128,train,1
massaging back,Xctsj375XLE,89,99,train,0
massaging back,Y82HKCij_cc,178,188,val,0
massaging back,YGILRySRsfU,35,45,train,0
massaging back,Z1o8CiFmMTk,249,259,train,0
massaging back,_6PsMZqqduc,103,113,train,0
massaging back,_zZacaPyESQ,77,87,train,0
massaging back,bASSZegAn3c,94,104,train,0
massaging back,bPW1Ygve8PM,306,316,train,0
massaging back,cfRE0-aIxlk,94,104,train,0
massaging back,ed-Kxak01XQ,117,127,train,0
massaging back,fPgysir1EHM,87,97,train,0
massaging back,gQ5tGJ2SE_E,638,648,train,1
massaging back,hyasL1Or0aU,103,113,train,0
massaging back,id8N5un5c-Q,186,196,train,0
massaging back,ikgmpDCWRyk,93,103,val,0
massaging back,jIG10AQUqfc,63,73,train,0
massaging back,jU90JGp4y4A,2,12,train,0
massaging back,jcdYx1sku0Q,225,235,train,0
massaging back,loXVZldh5jk,758,768,train,0
massaging back,mXxHj8QFsSE,43,53,train,0
massaging back,mt6Ktb87BC8,58,68,train,0
massaging back,nZ6EyiDdq4A,20,30,train,0
massaging back,nj3Zq4SBXuQ,1,11,train,0
massaging back,oGnt1WBM9Vs,145,155,train,0
massaging back,pjx1jQiTbPE,485,495,train,0
massaging back,qIYonZZu2sE,358,368,train,0
massaging back,qPdDnPFVOic,524,534,train,0
massaging back,qoXRnqxGUDE,432,442,train,0
massaging back,rcxnoVac-GQ,214,224,train,0
massaging back,roozQaFR0Do,712,722,train,0
massaging back,tNrzoNLo0-g,15,25,train,0
massaging back,tSTgetnd5Ho,53,63,train,1
massaging back,tsjIGmLtz_I,209,219,train,0
massaging back,uYwAZJ5TCrc,66,76,train,0
massaging back,udc9Cw4QvoY,60,70,train,0
massaging back,uj1ymSXbNbw,297,307,train,0
massaging back,updNBa7ul8o,47,57,train,0
massaging back,vWXhpHYLwcI,305,315,train,0
massaging back,vXKFg15o-to,137,147,train,0
massaging back,vv9wcKDdaPw,583,593,train,0
massaging back,wRCMYwJmnEQ,587,597,train,0
massaging back,xwPHeMsLeFQ,25,35,train,0
massaging back,xyv5NdSaTNA,712,722,train,0
massaging back,y0T8QYYmC9M,176,186,train,0
massaging back,zP4thzkxF0s,439,449,train,0
mowing lawn,0tXk0KzslLk,87,97,train,0
mowing lawn,0yoSzSbdckU,82,92,train,0
mowing lawn,1P9hcWsvO9U,17,27,train,0
mowing lawn,28XTaKmiYI8,1,11,train,0
mowing lawn,2KPqWftsN1o,17,27,train,0
mowing lawn,2N7rGkb9mdA,42,52,train,0
mowing lawn,2iFyzr3f06M,15,25,train,0
mowing lawn,47vgfB2dNnY,73,83,val,0
mowing lawn,70i1Ak13qQI,84,94,train,0
mowing lawn,7C-ZH70GRsM,37,47,train,0
mowing lawn,8Sedrpl0wGQ,0,10,train,0
mowing lawn,8lnKIHXDQxA,7,17,train,0
mowing lawn,A-vD8gOTdcw,1,11,train,0
mowing lawn,Acnh9KZ9aHs,187,197,train,0
mowing lawn,Aj4jl68Q35I,30,40,train,0
mowing lawn,AsghD21CFr4,54,64,train,0
mowing lawn,B0sXYJeZ8Xk,45,55,train,0
mowing lawn,BcUSu9HPhX4,1,11,train,0
mowing lawn,Cd7MG8pVUms,13,23,train,0
mowing lawn,CqoMbq35mB4,4,14,train,0
mowing lawn,D6g-wgKuqvI,36,46,train,0
mowing lawn,DN61pO94y-o,21,31,train,0
mowing lawn,Dbzm5Gl6gWA,17,27,val,0
mowing lawn,DlFBY8VvQxw,35,45,train,0
mowing lawn,EDAIFrhNIXg,2,12,val,0
mowing lawn,FRzN9ApCxW8,42,52,train,0
mowing lawn,FTqU-DYJ5hU,40,50,train,0
mowing lawn,G3kKTrl2_3Q,3,13,train,0
mowing lawn,INQndcn6-ts,27,37,train,0
mowing lawn,JmVCcH5mgN0,2,12,train,0
mowing lawn,JoBf8sDM81o,2,12,train,0
mowing lawn,KVO8XVzYLNc,32,42,train,0
mowing lawn,KuyQ6gnQrzk,48,58,train,0
mowing lawn,Kwb37o_BSe4,45,55,train,0
mowing lawn,LPCDmBSWKk4,0,10,train,0
mowing lawn,L_fvvmvV-Tc,50,60,train,0
mowing lawn,LpbVqP8fuHo,100,110,train,0
mowing lawn,MYWnPFGvxwQ,39,49,train,0
mowing lawn,MzzgcqWdGKg,6,16,train,0
mowing lawn,NMLfiyTkOe8,3,13,train,0
mowing lawn,NN5VicnGeeU,2,12,train,0
mowing lawn,OpaEvG_u-00,44,54,train,0
mowing lawn,PR61NLkMZkk,96,106,train,0
mowing lawn,Qnvz3QbnKTI,2,12,train,0
mowing lawn,SsKUBXUsEKU,194,204,train,0
mowing lawn,TnlB8tLm16Q,8,18,train,0
mowing lawn,TqsQTeykauw,0,10,train,0
mowing lawn,Uij7QYjlW0E,247,257,train,0
mowing lawn,V4BNtCtuSQQ,0,10,val,0
mowing lawn,VHKxMi8KP64,3,13,train,0
mowing lawn,W_RQuKH6e90,91,101,train,0
mowing lawn,XgTGiMNetCQ,2,12,train,0
mowing lawn,Y1dWTo1K0Mk,3,13,train,0
mowing lawn,YAot75iytpo,1,11,train,0
mowing lawn,YJuCIjCMYUQ,5,15,train,1
mowing lawn,YkjEPyVhxaA,146,156,train,0
mowing lawn,YolX6qLtdAA,44,54,train,0
mowing lawn,ZqDsqLVO94c,15,25,train,0
mowing lawn,ZtinGBb7bWI,3,13,train,0
mowing lawn,_LJnhoYvgy8,43,53,train,0
mowing lawn,auOH69Urhc4,8,18,train,0
mowing lawn,bBHPXZG-bf8,53,63,train,0
mowing lawn,bBaSGog54NA,6,16,train,0
mowing lawn,bqlClD5pBuw,189,199,train,0
mowing lawn,cbjY2VRQdRA,29,39,train,0
mowing lawn,dpn4T5LfMSU,51,61,train,0
mowing lawn,dugEs2OfQtY,149,159,val,0
mowing lawn,fgwTZwwh_yA,24,34,train,0
mowing lawn,fqXYAuPbRu4,4,14,train,0
mowing lawn,g67SlWz_fQU,126,136,train,1
mowing lawn,hf5bnstKc8s,11,21,train,0
mowing lawn,hn5M0H48nI0,55,65,train,0
mowing lawn,joi_aEjBlRg,12,22,train,0
mowing lawn,kLaepORgZwA,110,120,train,0
mowing lawn,lpxqPGxa-LU,9,19,train,1
mowing lawn,mczusz1nh8I,10,20,train,0
mowing lawn,mjD1XwvFDKo,3,13,train,0
mowing lawn,n6UW9o5VLGE,0,10,train,0
mowing lawn,n76hkBT6X9Q,4,14,val,0
mowing lawn,nPIequhx600,6,16,train,0
mowing lawn,nicJBpRcQ1M,30,40,train,0
mowing lawn,nnN6TL8XU1o,141,151,train,0
mowing lawn,nvBiW31VeVs,11,21,train,0
mowing lawn,oM_o17aLhwE,42,52,train,0
mowing lawn,phcElodvZBs,393,403,train,0
mowing lawn,qno_kMBPVFo,48,58,train,0
mowing lawn,r9TIgVTRnCY,102,112,train,0
mowing lawn,rklKX4ayDfU,23,33,train,0
mowing lawn,t1tO33ATMkU,38,48,train,0
mowing lawn,tWOUFVEGTkY,8,18,train,0
mowing lawn,tjf72SDZ0S4,19,29,train,0
mowing lawn,uGX2CvdFERA,0,10,train,0
mowing lawn,w0PKvRXOxfQ,38,48,train,0
mowing lawn,wGmVLY_NXfA,19,29,train,0
mowing lawn,wPo1vqznjrw,3,13,train,0
mowing lawn,xFUXuORToWk,34,44,train,0
mowing lawn,xZC09qAFjKk,10,20,train,0
mowing lawn,y9EQqF0pdq8,73,83,train,0
mowing lawn,yuTPhpL3gjo,17,27,train,0
mowing lawn,zE5FKQdOG5E,601,611,train,0
opening bottle,-cJr27dbEZo,28,38,train,0
opening bottle,-eFMN5GcpSc,70,80,train,0
opening bottle,-wz60mQ3pe8,0,10,train,0
opening bottle,1-H48shKC9I,1,11,train,0
opening bottle,1OCcvQ7Brk4,4,14,train,0
opening bottle,1PtBBXi4Wv8,60,70,train,0
opening bottle,3PcyyFEhSpI,1,11,train,0
opening bottle,3jaae-hRNbM,39,49,train,0
opening bottle,4Tp_-0rRkXg,74,84,train,0
opening bottle,57wWyZ1XbNI,28,38,train,0
opening bottle,5u6oXimRIa0,28,38,train,0
opening bottle,8qNNYKPSm8E,173,183,train,0
opening bottle,9T1fTH2ajBE,3,13,train,0
opening bottle,AUuJXTAdo1k,4,14,train,0
opening bottle,BYnWD4-hoUQ,9,19,train,0
opening bottle,BhyNHxCg28I,53,63,train,0
opening bottle,Bjc5MWaaiTc,4,14,train,0
opening bottle,BlJHY0jApi0,48,58,train,0
opening bottle,C-rgstFUgTQ,1,11,train,0
opening bottle,C_1lZLd4cMU,5,15,train,0
opening bottle,EBAvVVGV6s8,1,11,train,0
opening bottle,FNSdYoOXwFg,84,94,train,0
opening bottle,Fk4Mv39KtFU,0,10,train,0
opening bottle,GoFJb86v1pg,0,10,val,0
opening bottle,IaQUtMPlmsw,4,14,train,0
opening bottle,IpdLMXvSdNE,2,12,train,0
opening bottle,JWtkYw8JGcI,3,13,train,0
opening bottle,KP1rD6cEsfI,46,56,train,0
opening bottle,Kdg_ab6ofJ4,37,47,train,0
opening bottle,KkCq39fM3Tk,1,11,train,0
opening bottle,KyR9GKqxzlQ,0,10,val,0
opening bottle,MPvCRwA8jxc,13,23,train,0
opening bottle,MRcqdV5Yec4,10,20,train,0
opening bottle,NHASiTpYRzM,24,34,train,0
opening bottle,O8wk-5Vqnpk,22,32,train,0
opening bottle,PFe7z3GlQNw,0,10,train,0
opening bottle,Q_ErmJZysmA,27,37,train,0
opening bottle,RusQhRqbMSU,50,60,train,0
opening bottle,SZBVA2e64AU,5,15,train,0
opening bottle,SrzPuu_K-vw,0,10,train,0
opening bottle,SuvKwtT2n30,4,14,train,0
opening bottle,Urx55Ixq20I,25,35,train,0
opening bottle,VoqZ7fHCfbE,3,13,train,0
opening bottle,W3RC0GIMhGY,1,11,train,0
opening bottle,WELx2Vd1sJQ,0,10,train,0
opening bottle,XZ5EBkzr4t4,3,13,val,1
opening bottle,XeweHSPJgE4,3,13,train,0
opening bottle,XiS3E7cPKFg,150,160,train,0
opening bottle,Xrm-5uxZ808,2,12,train,0
opening bottle,YTHsFrXX5Lg,0,10,train,0
opening bottle,Yj_f4GlEL00,35,45,train,0
opening bottle,ZXtVpVgg7t0,25,35,train,0
opening bottle,_Z6B32X1SVw,8,18,train,0
opening bottle,_cVra4g0laY,0,10,train,0
opening bottle,a-gdhotwJAg,43,53,val,0
opening bottle,akRaH3KeLkQ,11,21,train,0
opening bottle,akZFpvQaF1c,14,24,train,0
opening bottle,azt4Iwhd-Wc,1,11,train,0
opening bottle,b5A3Ls15yeI,2,12,train,0
opening bottle,bD7aGzBHhE0,1,11,train,0
opening bottle,cO947ZSANRg,23,33,val,0
opening bottle,cjv_8awzeyo,0,10,val,0
opening bottle,dg-GmVrteCY,62,72,train,0
opening bottle,fIEzJNDKBws,1,11,train,0
opening bottle,feC0Je_zaL0,19,29,train,0
opening bottle,hNVI9MLrUGo,0,10,train,0
opening bottle,j2GZGqNP4d0,9,19,train,0
opening bottle,jNM_PfQwdcM,1,11,train,0
opening bottle,jfFQaxUGHd0,34,44,train,0
opening bottle,k5E6bxjwmVU,0,10,train,0
opening bottle,kdgJl1INEZg,1,11,train,0
opening bottle,mEWRhBVJNgc,5,15,train,0
opening bottle,mNrtarCN6S8,8,18,train,0
opening bottle,mRqbJG9RCjI,3,13,train,0
opening bottle,mhIDPpF_dYQ,1,11,train,0
opening bottle,nD40LSWAFkU,66,76,train,0
opening bottle,nS1By0J7Bs4,4,14,train,0
opening bottle,nUQdB2nzqdQ,44,54,train,0
opening bottle,nZQVvovxTSU,93,103,train,0
opening bottle,o4JIUExotg4,1,11,train,0
opening bottle,o50oczXYp1w,13,23,train,0
opening bottle,oM-k3jhhqfQ,55,65,val,0
opening bottle,oMIifZxSNNA,0,10,train,0
opening bottle,p4wTBozNpSo,12,22,train,0
opening bottle,qhDaGFufM1A,17,27,train,0
opening bottle,qkeWHzb6U-I,121,131,val,0
opening bottle,sdpCun_Qi-8,99,109,train,0
opening bottle,tK0pFZ1kp1o,31,41,train,0
opening bottle,tVKIGlG30Tw,12,22,train,0
opening bottle,vRahSaMqw0U,4,14,train,0
opening bottle,v_zqV-XCZGk,63,73,train,0
opening bottle,vs6V3SAdS5A,130,140,train,0
opening bottle,wB0iySpjqXg,49,59,train,0
opening bottle,wkS9NlY9ZEk,2,12,train,0
opening bottle,wzjv9PJlzXU,3,13,train,0
opening bottle,xPqlKzb3bbs,5,15,train,0
opening bottle,xf3kzuJfzFY,15,25,train,0
opening bottle,ytwJCmoqXvA,6,16,train,0
opening bottle,yvvmPZsA2lE,4,14,train,0
opening bottle,zMJ_Q2e87YA,1,11,train,0
playing accordion,-2hoixBAoJ4,346,356,train,0
playing accordion,-DyoxbCwuB8,110,120,train,0
playing accordion,02dApGdszXY,25,35,train,0
playing accordion,0bedv8B0ve0,31,41,train,0
playing accordion,0phXt0i01vs,13,23,train,0
playing accordion,2P6iKAbBjWw,90,100,train,0
playing accordion,2Sv293GMxrA,8,18,train,0
playing accordion,2p3ii4YIFFQ,31,41,train,0
playing accordion,30bmHblPbwI,330,340,train,0
playing accordion,33dhjqPxOb0,19,29,train,0
playing accordion,4O2GKeaS7I4,3,13,train,0
playing accordion,4hk-HPNASpE,37,47,train,0
playing accordion,4zsq_N6Hefo,0,10,train,0
playing accordion,56MOM_gnshM,71,81,train,0
playing accordion,57sfRo26fAc,94,104,train,0
playing accordion,5QldD-AOPD4,0,10,train,0
playing accordion,5YOdoN7vlsI,71,81,val,0
playing accordion,5u1CZZbvwfc,2,12,train,1
playing accordion,72ABfiL63_g,71,81,train,0
playing accordion,7Jjw_8vmYfQ,2,12,train,1
playing accordion,924x1XlkkBI,56,66,train,0
playing accordion,9Qg4YhwiZ-c,56,66,train,0
playing accordion,9js0Ya3PSCU,0,10,train,0
playing accordion,C6ddCsijS5Q,32,42,train,0
playing accordion,CEGHNFrs7zs,123,133,train,0
playing accordion,CUUqG2VmEiY,55,65,train,0
playing accordion,DmgPbB8pJKs,126,136,train,0
playing accordion,EEe07XIObpk,32,42,train,0
playing accordion,EeeDJlCdAU0,2,12,train,1
playing accordion,Fe3eD9YXVds,0,10,train,0
playing accordion,FmVat4i6a70,35,45,train,0
playing accordion,GMWttALs7R8,27,37,train,0
playing accordion,HTbLZYDgTmg,20,30,train,0
playing accordion,IEyT0XRPyhs,68,78,train,0
playing accordion,Iz8Iiz_Bqnk,4,14,train,0
playing accordion,JsOUWk8jDZA,75,85,train,0
playing accordion,KS43CrEalgc,9,19,train,0
playing accordion,KYVXk1VuheM,0,10,train,0
playing accordion,KijGuLZhpgk,53,63,train,0
playing accordion,L8dcMd-YUns,36,46,train,0
playing accordion,LNsYnSbRs5s,2,12,train,0
playing accordion,LaHgH4V9Czs,261,271,train,0
playing accordion,M2x2ptcR4rs,96,106,train,0
playing accordion,MvqlmNy2vV4,20,30,train,0
playing accordion,NTQwnoo4g8I,88,98,train,0
playing accordion,NhCFBBEo6yk,138,148,train,0
playing accordion,Q_i0xhTKbl0,69,79,train,0
playing accordion,QdZ2iy7uYzM,18,28,train,0
playing accordion,Rjbygdq-ioM,84,94,train,0
playing accordion,Rxk-Ek4v43o,0,10,train,0
playing accordion,S7sz9v7Sfts,12,22,train,0
playing accordion,SR4qajgmqwA,8,18,train,0
playing accordion,TF5dJxMJk8c,10,20,train,0
playing accordion,TutRKRglVEM,44,54,train,0
playing accordion,U_jWsZMaX5o,0,10,train,0
playing accordion,VKYSpye6scg,10,20,train,0
playing accordion,WJ9C8wWTL0A,50,60,train,0
playing accordion,XT_PNvUUK-s,4,14,train,0
playing accordion,ZKNp1yZOquc,310,320,train,0
playing accordion,_JPz8Lf0d18,0,10,train,0
playing accordion,_hblcXhrcmE,164,174,train,0
playing accordion,b02HvhjnfsM,18,28,train,0
playing accordion,bD-vRBQr9ig,1,11,train,0
playing accordion,c8QYZn2cVWU,241,251,train,0
playing accordion,cOC6ydnhdO8,0,10,train,0
playing accordion,dTBL_0REv0c,8,18,train,0
playing accordion,dn6W0_J735o,4,14,train,0
playing accordion,fls23EZ6Z88,0,10,train,0
playing accordion,fo6pBl3CM7s,64,74,val,0
playing accordion,gHe7SRBnpm8,91,101,train,0
playing accordion,giFYdlUwDFw,6,16,train,0
playing accordion,gn_Zy5Ljfxc,126,136,train,0
playing accordion,hAjiGgYOaEY,167,177,train,0
playing accordion,hS9oNXhd2hc,0,10,train,0
playing accordion,hSdTLeta_Zg,23,33,train,0
playing accordion,iqExlMWduTE,43,53,train,0
playing accordion,jHDbuFOF_GA,70,80,train,0
playing accordion,ja-25df7jT4,9,19,train,0
playing accordion,jpmx8VZZZsI,4,14,train,0
playing accordion,kZGMbD680uE,159,169,train,0
playing accordion,l5Dcz8DZoqg,10,20,train,0
playing accordion,mBomaLVp9GY,5,15,train,0
playing accordion,mYhLyUM_D9s,7,17,train,0
playing accordion,nOLFxOMEuFI,18,28,train,0
playing accordion,nmsC-4XvSxI,14,24,train,0
playing accordion,oUTLNDzST4w,350,360,train,0
playing accordion,pXrJZV5tp-A,3,13,train,0
playing accordion,qICFDZ3Rolc,57,67,train,0
playing accordion,qkhJd58JBZk,47,57,train,0
playing accordion,u98KNKkJnqw,18,28,train,0
playing accordion,ua5mYkN1Jd8,184,194,train,0
playing accordion,vzhfe4RW2SU,150,160,train,0
playing accordion,wXfInDvGF04,27,37,train,0
playing accordion,weDP6Dx1FDI,56,66,train,0
playing accordion,xEYUdQnMotM,16,26,train,0
playing accordion,xKzLYgOrOXs,285,295,train,0
playing accordion,xQJKjJfHla0,163,173,train,0
playing accordion,xzz6nHmDlXw,57,67,train,0
playing accordion,z1kfB95QBng,21,31,train,0
playing accordion,zbE6-fpHNjk,107,117,train,0
playing badminton,0JFsfiSmyhQ,3,13,train,0
playing badminton,0W4IxD0gTu4,39,49,train,0
playing badminton,1iyn-TXkHoc,38,48,train,0
playing badminton,1yOWH8K2Z4w,78,88,train,0
playing badminton,2RtwRUoTIo8,3,13,train,0
playing badminton,2YPKXclU7xg,4,14,train,0
playing badminton,37LcktRgOIs,79,89,train,0
playing badminton,44R3KPkc83o,39,49,train,0
playing badminton,4oaRiFEhSZ0,5,15,train,0
playing badminton,7EYxFhVokNk,36,46,train,0
playing badminton,7odL3U5wc3Q,29,39,train,0
playing badminton,7pZwUgCHU5s,14,24,train,0
playing badminton,8TYL7K7ljP8,15,25,train,0
playing badminton,92TRJJyLI9A,63,73,train,0
playing badminton,9XgyK6YeJs0,22,32,train,0
playing badminton,A6DBt7UgWEg,18,28,train,0
playing badminton,BlqRYiBCX2s,7,17,train,0
playing badminton,DLCw8RqR1ZU,58,68,val,0
playing badminton,E-KRagIk11k,30,40,train,0
playing badminton,EL47wkhiOq8,22,32,train,0
playing badminton,F4joCPv0LkA,34,44,train,0
playing badminton,FisRcNNbyBg,178,188,train,0
playing badminton,GK1EmatnjjQ,41,51,train,0
playing badminton,GNle_bGzclU,10,20,val,0
playing badminton,GSs06Wc6WEY,55,65,train,0
playing badminton,JQZIdKFKekA,18,28,train,0
playing badminton,KIhykA9gLl8,97,107,train,0
playing badminton,L86w7zV1cMg,136,146,train,0
playing badminton,LIGBakoYXSI,17,27,train,0
playing badminton,LJDM5pkmO0k,95,105,train,0
playing badminton,LKsfQ7QdSCs,19,29,train,0
playing badminton,LceWMlrVKco,26,36,train,0
playing badminton,NkDqQfayA2U,54,64,train,0
playing badminton,O9SIyPAxQPY,30,40,train,0
playing badminton,Q28p7Zo8QAU,193,203,train,0
playing badminton,QdsAhrDLIuI,104,114,train,0
playing badminton,QfPrTG1fYJE,26,36,train,0
playing badminton,QoyBC3GRAE0,33,43,train,0
playing badminton,RUcuUYf3O7I,13,23,train,0
playing badminton,SEm27UqwVDU,84,94,train,0
playing badminton,TaiG-Fb1Og0,60,70,train,0
playing badminton,Tbmoq40i8Ec,220,230,train,0
playing badminton,ThugabGezt4,31,41,train,0
playing badminton,Uq-_sn1r96I,17,27,train,0
playing badminton,Vo1HtjFW0cA,25,35,val,0
playing badminton,W5ZzZjNl6m4,92,102,train,0
playing badminton,WFbgaU-7FcI,6,16,val,0
playing badminton,WWuOMxIHVO4,67,77,train,0
playing badminton,WwzeuVKz1EY,594,604,val,0
playing badminton,XIuiREx-yhA,11,21,train,0
playing badminton,YNiOyUmZK9c,58,68,train,0
playing badminton,YRwnvIAWh1o,0,10,train,0
playing badminton,Ywd9h5pUo2k,10,20,train,0
playing badminton,YydZWesmDh8,46,56,train,0
playing badminton,ZBOxezCyWNk,13,23,train,0
playing badminton,_Lz9iN0ViXc,164,174,train,0
playing badminton,_SkFZ7-SPFY,127,137,val,0
playing badminton,a7WDbkDwDfM,58,68,train,0
playing badminton,acoemNo8EpM,6,16,train,0
playing badminton,bP9tZ9BKLO4,78,88,train,0
playing badminton,cI4RHHOOBKA,278,288,train,0
playing badminton,c_uZelukMVI,65,75,train,0
playing badminton,dxyN49bDJos,61,71,train,0
playing badminton,e1ZTzzulMeY,239,249,train,0
playing badminton,egd6I5Bgw8k,99,109,train,0
playing badminton,fkjn2hMG4YQ,59,69,train,0
playing badminton,g14zzPlYHgU,325,335,train,0
playing badminton,gfylex32Lvg,33,43,train,0
playing badminton,gmOw3Nu5hJY,178,188,val,0
playing badminton,hvCNh7J7ZAA,4,14,train,0
playing badminton,jY0ywlV0JaU,1,11,train,0
playing badminton,jlAZ94f6Hm8,1,11,train,0
playing badminton,k3B7fN4N8lE,243,253,train,0
playing badminton,k4Vlp7jbutc,9,19,train,0
playing badminton,krU4VlpPI7U,30,40,train,0
playing badminton,l46_g7P_U7c,183,193,train,0
playing badminton,lFWM2WVDAME,207,217,train,0
playing badminton,lpdvHS93yoo,110,120,val,0
playing badminton,luv8z6gckf8,88,98,train,0
playing badminton,nbS82smHstU,89,99,train,0
playing badminton,o_Ev2Bq-P8M,415,425,train,0
playing badminton,q8jyjT5meU0,0,10,train,0
playing badminton,qL0G5TAWdSw,143,153,train,0
playing badminton,qXD7myRvw0M,4,14,train,0
playing badminton,qeXo220n9Zs,46,56,val,0
playing badminton,r7ehwVXKbqY,40,50,train,0
playing badminton,sRVKns6I7Rg,486,496,train,0
playing badminton,tIG6f61lfwI,429,439,train,0
playing badminton,tdSy9IyaaEc,136,146,val,0
playing badminton,v15c_bbPHoo,81,91,train,0
playing badminton,v1cISVEhceo,125,135,train,0
playing badminton,vO69zQTibQ8,446,456,train,0
playing badminton,vsTgHdOdRzA,42,52,train,0
playing badminton,vyjwksNVBxg,434,444,train,0
playing badminton,w8ZfwrFoZ80,1,11,train,0
playing badminton,x4IeGVWk4uU,16,26,train,0
playing badminton,yFivVqvzPdc,3,13,train,0
playing badminton,yTpYgbCskJs,409,419,train,0
playing badminton,ybXSZo-LCP4,378,388,train,0
playing badminton,z6cy0e7p6Us,85,95,train,0
playing basketball,0PanqHBy81o,14,24,train,0
playing basketball,1MASw06L6e0,63,73,train,0
playing basketball,3QHVZIhtd-Q,159,169,train,0
playing basketball,3ROuoJJG9tU,21,31,train,0
playing basketball,3xM-JKKEPHw,0,10,train,0
playing basketball,50mScnAbmcQ,3,13,train,0
playing basketball,6NiKuTcl6JY,201,211,train,0
playing basketball,6sxSwz0nluc,18,28,train,0
playing basketball,91BtJh7tE7k,4,14,train,0
playing basketball,9QUhmUwJPoM,3,13,train,0
playing basketball,9zAOzKCP7tA,260,270,train,0
playing basketball,ARI30DM2Qxk,16,26,train,0
playing basketball,BEqR9IIkqgk,175,185,train,0
playing basketball,BfR7FNo0uyY,18,28,train,0
playing basketball,Cb7S41cFv9s,21,31,train,0
playing basketball,D3sYQyDGR_8,20,30,train,0
playing basketball,DJpcVjpviu0,2,12,train,0
playing basketball,DfddsjxM_WQ,424,434,train,0
playing basketball,FTE7QFpCgBA,176,186,train,0
playing basketball,FdvuVNK_Y20,7,17,train,0
playing basketball,FsaBXI62yaQ,14,24,train,0
playing basketball,FzESi8US9SQ,47,57,train,0
playing basketball,GdBm9EThXpk,169,179,train,0
playing basketball,HvelPtme3pI,267,277,train,0
playing basketball,IC6qD_UaRQY,15,25,train,1
playing basketball,IFm2rSIp7Vs,255,265,train,0
playing basketball,IQ7zVbokaG8,2,12,train,0
playing basketball,ITKH6n8sXX0,4,14,train,0
playing basketball,JZem4Dv4JT4,13,23,train,0
playing basketball,J_yn6LGszyM,2,12,train,0
playing basketball,KCSNGD2_WlE,51,61,val,0
playing basketball,L88FBbOatRU,23,33,train,0
playing basketball,M1JzWxIvLLU,0,10,train,0
playing basketball,MF7iHADeJao,2,12,train,0
playing basketball,NphmDHa3AlI,3,13,train,0
playing basketball,OIuHPX0uhjM,134,144,train,0
playing basketball,Oux5f0UJyVk,78,88,train,0
playing basketball,P9Xp7AOEFQE,354,364,train,0
playing basketball,Pal_0hJ2P6g,35,45,train,0
playing basketball,QAqKTo05wqA,42,52,train,0
playing basketball,R1P4AEb436g,10,20,train,0
playing basketball,Rv7-1wEspIU,32,42,train,0
playing basketball,S3-vhS1FAzA,1,11,train,0
playing basketball,SfvzgNTm5TY,46,56,train,0
playing basketball,TNkot064mgY,7,17,val,0
playing basketball,TooWnhzt5DM,22,32,train,0
playing basketball,UIA5-NWZgZU,24,34,train,0
playing basketball,UT-CNhhagS4,1,11,val,0
playing basketball,UiUNCC7wYQ0,36,46,train,0
playing basketball,Uoy7b40u2Pk,48,58,train,0
playing basketball,Uxxu-RkPd9U,101,111,train,0
playing basketball,V3evSjRIaqo,88,98,train,0
playing basketball,YbqR3vzQACE,3,13,train,0
playing basketball,ZAqPTMg94zw,98,108,train,0
playing basketball,Zs8a4T3Us1I,1,11,train,0
playing basketball,_hp6rkcinc4,5,15,train,0
playing basketball,_xiB4Lk0Aos,59,69,train,0
playing basketball,b99IC-L-HHo,44,54,train,0
playing basketball,cKIBTdKQX7M,27,37,train,0
playing basketball,dWoqP1eAIig,3,13,val,0
playing basketball,eJulKXL6Qm4,3,13,train,0
playing basketball,egZS6NZehww,4,14,train,0
playing basketball,eiNzsp6ior0,221,231,train,0
playing basketball,f8-41xp3baE,86,96,train,0
playing basketball,faMfH562QrU,1,11,train,0
playing basketball,fs4JerVxoos,6,16,train,0
playing basketball,hd7dxyjovCY,31,41,val,0
playing basketball,iwfNCliP_SI,0,10,train,0
playing basketball,kIiT8dVvW8U,309,319,train,0
playing basketball,knaWc7ylbdw,25,35,train,0
playing basketball,kvnJjDTgOps,31,41,train,0
playing basketball,liZ9KV9cG_o,368,378,train,0
playing basketball,mV5JkjRlu2A,35,45,train,0
